species,status,precision_v1,precision_v2,precision_delta,recall_v1,recall_v2,recall_delta,f1_score_v1,f1_score_v2,f1_score_delta,support_v1,support_v2
Palicourea_colorata,both,1.0,1.0,0.0,0.8,1.0,0.2,0.8889,1.0,0.1111,5,5
Pandion_haliaetus,both,0.6667,1.0,0.3333,0.4,0.6,0.2,0.5,0.75,0.25,5,5
Pantherodes_pardalaria,both,0.8333,0.8333,0.0,1.0,1.0,0.0,0.9091,0.9091,0.0,5,5
Papilio_polyxenes,both,0.5,0.6667,0.1667,0.2,0.4,0.2,0.2857,0.5,0.2143,5,5
Paramastax_poecilosoma,both,0.75,0.8,0.05,0.6,0.8,0.2,0.6667,0.8,0.1333,5,5
Paramastax_rosenbergi,both,0.625,0.7143,0.0893,1.0,1.0,0.0,0.7692,0.8333,0.0641,5,5
Parataygetis_lineata,both,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,5,5
Pareuptychia_hesione,both,1.0,1.0,0.0,0.6,0.6,0.0,0.75,0.75,0.0,5,5
Pareuptychia_metaleuca,both,0.8333,0.8333,0.0,1.0,1.0,0.0,0.9091,0.9091,0.0,5,5
Parides_erithalion,both,0.6667,0.8,0.1333,0.8,0.8,0.0,0.7273,0.8,0.0727,5,5
Passiflora_adenopoda,both,1.0,0.7143,-0.2857,1.0,1.0,0.0,1.0,0.8333,-0.1667,5,5
Passiflora_alata,both,1.0,1.0,0.0,0.4,0.4,0.0,0.5714,0.5714,0.0,5,5
Passiflora_alnifolia,both,1.0,1.0,0.0,0.6,0.6,0.0,0.75,0.75,0.0,5,5
Passiflora_antioquiensis,both,0.8,0.6,-0.2,0.8,0.6,-0.2,0.8,0.6,-0.2,5,5
Passiflora_apoda,both,0.5556,0.7143,0.1587,1.0,1.0,0.0,0.7143,0.8333,0.119,5,5
Passiflora_capsularis,both,0.4286,0.5,0.0714,0.6,0.4,-0.2,0.5,0.4444,-0.0556,5,5
Passiflora_cisnana,both,0.5,0.6,0.1,0.6,0.6,0.0,0.5455,0.6,0.0545,5,5
Passiflora_coriacea,both,0.8,0.6,-0.2,0.8,0.6,-0.2,0.8,0.6,-0.2,5,5
Passiflora_cumbalensis,both,0.8333,0.8,-0.0333,1.0,0.8,-0.2,0.9091,0.8,-0.1091,5,5
Passiflora_cuspidifolia,both,1.0,1.0,0.0,0.8,0.8,0.0,0.8889,0.8889,0.0,5,5
Passiflora_maliformis,both,1.0,0.75,-0.25,0.6,0.6,0.0,0.75,0.6667,-0.0833,5,5
Passiflora_mixta,both,0.6667,0.6667,0.0,0.8,0.8,0.0,0.7273,0.7273,0.0,5,5
Passiflora_suberosa,both,0.4,0.3333,-0.0667,0.4,0.4,0.0,0.4,0.3636,-0.0364,5,5
Passiflora_tribolophylla,both,1.0,0.8,-0.2,0.6,0.8,0.2,0.75,0.8,0.05,5,5
Passiflora_vitifolia,both,0.5714,0.5714,0.0,0.8,0.8,0.0,0.6667,0.6667,0.0,5,5
Patagioenas_cayennensis,both,0.4286,0.5714,0.1428,0.6,0.8,0.2,0.5,0.6667,0.1667,5,5
Patagioenas_fasciata,both,0.5,0.5,0.0,0.2,0.2,0.0,0.2857,0.2857,0.0,5,5
Pedaliodes_peucestas,both,0.8,1.0,0.2,0.8,1.0,0.2,0.8,1.0,0.2,5,5
Pedaliodes_phaedra,both,0.8333,0.8333,0.0,1.0,1.0,0.0,0.9091,0.9091,0.0,5,5
Pelecinus_polyturator,both,0.8,1.0,0.2,0.8,1.0,0.2,0.8,1.0,0.2,5,5
Penelope_montagnii,both,0.9286,0.9286,0.0,0.9286,0.9286,0.0,0.9286,0.9286,0.0,14,14
Peperomia_rotundifolia,both,0.8333,0.625,-0.2083,1.0,1.0,0.0,0.9091,0.7692,-0.1399,5,5
Perisama_bonplandii,both,1.0,0.8333,-0.1667,0.8,1.0,0.2,0.8889,0.9091,0.0202,5,5
Perisama_humboldtii,both,1.0,1.0,0.0,1.0,0.8,-0.2,1.0,0.8889,-0.1111,5,5
Perisama_lebasii,both,1.0,1.0,0.0,0.8,0.8,0.0,0.8889,0.8889,0.0,5,5
Perisama_oppelii,both,0.8333,0.8333,0.0,1.0,1.0,0.0,0.9091,0.9091,0.0,5,5
Persicaria_capitata,both,1.0,1.0,0.0,0.4,0.6,0.2,0.5714,0.75,0.1786,5,5
Persicaria_nepalensis,both,0.6667,0.6667,0.0,0.8,0.8,0.0,0.7273,0.7273,0.0,5,5
Phaethornis_guy,both,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,5,5
Phalacrocorax_brasilianus,both,0.8333,0.7143,-0.119,1.0,1.0,0.0,0.9091,0.8333,-0.0758,5,5
Pharomachrus_auriceps,both,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,5,5
Pheucticus_ludovicianus,both,1.0,0.8333,-0.1667,1.0,1.0,0.0,1.0,0.9091,-0.0909,5,5
Pheugopedius_sclateri,both,1.0,1.0,0.0,0.8,0.8,0.0,0.8889,0.8889,0.0,5,5
Phimosus_infuscatus,both,0.8182,0.9,0.0818,0.8182,0.8182,0.0,0.8182,0.8571,0.0389,11,11
Phobetron_hipparchia,both,1.0,1.0,0.0,0.8,0.8,0.0,0.8889,0.8889,0.0,5,5
Pholidobolus_celsiae,both,0.7143,0.8333,0.119,1.0,1.0,0.0,0.8333,0.9091,0.0758,5,5
Phoneutria_depilata,both,1.0,0.8,-0.2,0.8,0.8,0.0,0.8889,0.8,-0.0889,5,5
Phytolacca_bogotensis,both,1.0,1.0,0.0,0.8333,0.6667,-0.1666,0.9091,0.8,-0.1091,6,6
Phytolacca_rivinoides,both,1.0,0.8,-0.2,0.6,0.8,0.2,0.75,0.8,0.05,5,5
Phytolacca_rugosa,both,0.6667,0.8333,0.1666,0.8,1.0,0.2,0.7273,0.9091,0.1818,5,5
Piaya_cayana,both,0.7143,0.7143,0.0,0.7143,0.7143,0.0,0.7143,0.7143,0.0,7,7
Picumnus_granadensis,both,0.8,1.0,0.2,0.8,0.8,0.0,0.8,0.8889,0.0889,5,5
Pionus_chalcopterus,both,0.75,1.0,0.25,0.6,0.4,-0.2,0.6667,0.5714,-0.0953,5,5
Pionus_menstruus,both,0.75,0.75,0.0,0.9,0.9,0.0,0.8182,0.8182,0.0,10,10
Piper_lanceifolium,both,1.0,0.8333,-0.1667,1.0,1.0,0.0,1.0,0.9091,-0.0909,5,5
Piper_peltatum,both,0.7143,0.7143,0.0,1.0,1.0,0.0,0.8333,0.8333,0.0,5,5
Pipra_erythrocephala,both,0.625,0.8333,0.2083,1.0,1.0,0.0,0.7692,0.9091,0.1399,5,5
Pipreola_arcuata,both,1.0,0.9091,-0.0909,1.0,1.0,0.0,1.0,0.9524,-0.0476,10,10
Pipreola_jucunda,both,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,5,5
Pipreola_riefferii,both,1.0,1.0,0.0,0.8667,0.9333,0.0666,0.9286,0.9655,0.0369,15,15
Piranga_flava,both,0.8,0.8,0.0,0.8,0.8,0.0,0.8,0.8,0.0,5,5
Piranga_rubra,both,0.9375,0.9375,0.0,1.0,1.0,0.0,0.9677,0.9677,0.0,15,15
Pitangus_sulphuratus,both,0.625,0.7143,0.0893,0.8333,0.8333,0.0,0.7143,0.7692,0.0549,12,12
Pleroma_urvilleanum,both,1.0,1.0,0.0,0.8,0.8,0.0,0.8889,0.8889,0.0,5,5
Pleurothallis_cordata,both,0.8333,0.8333,0.0,1.0,1.0,0.0,0.9091,0.9091,0.0,5,5
Pleurothallis_matudana,both,1.0,1.0,0.0,1.0,0.8,-0.2,1.0,0.8889,-0.1111,5,5
Pleurothallis_phalangifera,both,1.0,1.0,0.0,0.6,1.0,0.4,0.75,1.0,0.25,5,5
Pleurothallis_pulvinaris,both,0.7143,1.0,0.2857,1.0,1.0,0.0,0.8333,1.0,0.1667,5,5
Pleurothallis_tetragona,both,1.0,1.0,0.0,0.8,0.8,0.0,0.8889,0.8889,0.0,5,5
Podotricha_judith,both,0.8333,0.7143,-0.119,1.0,1.0,0.0,0.9091,0.8333,-0.0758,5,5
Poecilotriccus_ruficeps,both,1.0,0.9231,-0.0769,1.0,1.0,0.0,1.0,0.96,-0.04,12,12
Polistes_carnifex,both,1.0,0.8333,-0.1667,1.0,1.0,0.0,1.0,0.9091,-0.0909,5,5
Polistes_erythrocephalus,both,1.0,1.0,0.0,0.7,0.8,0.1,0.8235,0.8889,0.0654,10,10
Ponthieva_fertilis,both,0.5556,0.8333,0.2777,1.0,1.0,0.0,0.7143,0.9091,0.1948,5,5
Porphyrio_martinica,both,1.0,0.8,-0.2,0.8,0.8,0.0,0.8889,0.8,-0.0889,5,5
Porphyrobaphe_iris,both,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,5,5
Potentilla_indica,both,0.8333,1.0,0.1667,1.0,1.0,0.0,0.9091,1.0,0.0909,5,5
Potos_flavus,both,0.7143,0.8,0.0857,1.0,0.8,-0.2,0.8333,0.8,-0.0333,5,5
Pristimantis_achatinus,both,0.625,0.75,0.125,0.7143,0.8571,0.1428,0.6667,0.8,0.1333,7,7
Pristimantis_thectopternus,both,0.6667,1.0,0.3333,0.4,0.6,0.2,0.5,0.75,0.25,5,5
Prosthechea_hartwegii,both,0.75,0.8,0.05,0.6,0.8,0.2,0.6667,0.8,0.1333,5,5
Psalidognathus_modestus,both,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,5,5
Psarocolius_angustifrons,both,0.6667,0.8,0.1333,0.8,0.8,0.0,0.7273,0.8,0.0727,5,5
Pseudocolaptes_boissonneautii,both,1.0,1.0,0.0,0.4,0.6,0.2,0.5714,0.75,0.1786,5,5
Pseudohaetera_hypaesia,both,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,5,5
Pseudosphinx_tetrio,both,0.8333,1.0,0.1667,1.0,1.0,0.0,0.9091,1.0,0.0909,5,5
Pseudovates_brevicornis,both,1.0,1.0,0.0,0.6,0.4,-0.2,0.75,0.5714,-0.1786,5,5
Pteroglossus_torquatus,both,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,5,5
Pterophanes_cyanopterus,both,1.0,1.0,0.0,0.9333,0.9333,0.0,0.9655,0.9655,0.0,15,15
Pterostemma_antioquiense,both,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,5,5
Pulsatrix_perspicillata,both,1.0,0.8333,-0.1667,1.0,1.0,0.0,1.0,0.9091,-0.0909,5,5
Pycnopalpa_bicordata,both,1.0,1.0,0.0,0.8,1.0,0.2,0.8889,1.0,0.1111,5,5
Pyrocephalus_rubinus,both,0.7778,0.875,0.0972,0.7778,0.7778,0.0,0.7778,0.8235,0.0457,9,9
Pyrrhomyias_cinnamomeus,both,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,14,14
Pythonides_jovianus,both,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,5,5
Quercus_humboldtii,both,1.0,0.8,-0.2,0.8,0.8,0.0,0.8889,0.8,-0.0889,5,5
Quiscalus_lugubris,both,0.7143,0.6667,-0.0476,0.7143,0.8571,0.1428,0.7143,0.75,0.0357,7,7
Quiscalus_mexicanus,both,0.8,1.0,0.2,0.8,0.6,-0.2,0.8,0.75,-0.05,5,5
Racinaea_tetrantha,both,1.0,1.0,0.0,0.8,0.8,0.0,0.8889,0.8889,0.0,5,5
Ramphastos_citreolaemus,both,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,5,5
Ramphocelus_dimidiatus,both,1.0,0.8,-0.2,1.0,1.0,0.0,1.0,0.8889,-0.1111,8,8
Ramphocelus_flammigerus,both,0.7857,0.9231,0.1374,0.7333,0.8,0.0667,0.7586,0.8571,0.0985,15,15
Ramphomicron_microrhynchum,both,0.8,0.8333,0.0333,0.8,1.0,0.2,0.8,0.9091,0.1091,5,5
Raphiocera_ornata,both,0.8333,1.0,0.1667,1.0,1.0,0.0,0.9091,1.0,0.0909,5,5
Renealmia_cernua,both,1.0,1.0,0.0,0.6,0.6,0.0,0.75,0.75,0.0,5,5
Retrophyllum_rospigliosii,both,0.8333,0.7143,-0.119,1.0,1.0,0.0,0.9091,0.8333,-0.0758,5,5
Rhetus_arcius,both,1.0,1.0,0.0,0.8,0.8,0.0,0.8889,0.8889,0.0,5,5
Rhetus_dysonii,both,0.75,0.75,0.0,0.6,0.6,0.0,0.6667,0.6667,0.0,5,5
Rhinella_horribilis,both,0.7143,0.8333,0.119,1.0,1.0,0.0,0.8333,0.9091,0.0758,5,5
Rhipsalis_baccifera,both,0.4,0.8,0.4,0.4,0.8,0.4,0.4,0.8,0.4,5,5
Rhodobaenus_augustinus,both,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,5,5
Rhytidochrota_risaraldae,both,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,5,5
Ricinus_communis,both,1.0,1.0,0.0,0.8,1.0,0.2,0.8889,1.0,0.1111,5,5
Rodriguezia_lanceolata,both,0.8,0.8333,0.0333,0.8,1.0,0.2,0.8,0.9091,0.1091,5,5
Rubus_nubigenus,both,0.8333,0.5,-0.3333,1.0,1.0,0.0,0.9091,0.6667,-0.2424,5,5
Rupicola_peruvianus,both,1.0,1.0,0.0,0.4,0.4,0.0,0.5714,0.5714,0.0,5,5
Rupornis_magnirostris,both,0.9167,0.9167,0.0,0.7857,0.7857,0.0,0.8462,0.8462,0.0,14,14
Saguinus_leucopus,both,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,5,5
Saltator_atripennis,both,1.0,1.0,0.0,0.8,1.0,0.2,0.8889,1.0,0.1111,5,5
Saltator_cinctus,both,1.0,0.8333,-0.1667,1.0,1.0,0.0,1.0,0.9091,-0.0909,5,5
Saltator_striatipectus,both,0.6667,0.8,0.1333,0.8,0.8,0.0,0.7273,0.8,0.0727,5,5
Salvia_scutellarioides,both,0.6,0.8,0.2,0.6,0.8,0.2,0.6,0.8,0.2,5,5
Saucerottia_saucerottei,both,0.625,0.5714,-0.0536,0.5,0.4,-0.1,0.5556,0.4706,-0.085,10,10
Sayornis_nigricans,both,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,9,9
Scaphyglottis_aurea,both,1.0,0.8333,-0.1667,1.0,1.0,0.0,1.0,0.9091,-0.0909,5,5
Schistes_albogularis,both,1.0,1.0,0.0,0.8,0.8,0.0,0.8889,0.8889,0.0,5,5
Sciurus_granatensis,both,0.9375,0.9333,-0.0042,1.0,0.9333,-0.0667,0.9677,0.9333,-0.0344,15,15
Sciurus_pucheranii,both,1.0,0.8,-0.2,0.8,0.8,0.0,0.8889,0.8,-0.0889,5,5
Sechium_edule,both,0.6,0.75,0.15,0.6,0.6,0.0,0.6,0.6667,0.0667,5,5
Senecio_niveoaureus,both,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,5,5
Sericoptera_mahometaria,both,0.8333,0.8333,0.0,1.0,1.0,0.0,0.9091,0.9091,0.0,5,5
Sericossypha_albocristata,both,1.0,0.8333,-0.1667,1.0,1.0,0.0,1.0,0.9091,-0.0909,5,5
Serpocaulon_levigatum,both,0.8333,0.7143,-0.119,1.0,1.0,0.0,0.9091,0.8333,-0.0758,5,5
Serpophaga_cinerea,both,0.625,0.625,0.0,1.0,1.0,0.0,0.7692,0.7692,0.0,5,5
Setophaga_aestiva,both,0.6,0.75,0.15,0.6,0.6,0.0,0.6,0.6667,0.0667,5,5
Setophaga_castanea,both,0.75,1.0,0.25,0.6,0.8,0.2,0.6667,0.8889,0.2222,5,5
Setophaga_fusca,both,0.8571,0.7778,-0.0793,0.75,0.875,0.125,0.8,0.8235,0.0235,16,16
Setophaga_pitiayumi,both,0.625,0.8333,0.2083,1.0,1.0,0.0,0.7692,0.9091,0.1399,5,5
Sibovia_prodigiosa,both,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,5,5
Sicalis_flaveola,both,0.8571,0.8667,0.0096,0.8,0.8667,0.0667,0.8276,0.8667,0.0391,15,15
Siproeta_epaphus,both,1.0,0.8,-0.2,0.8,0.8,0.0,0.8889,0.8,-0.0889,5,5
Siproeta_stelenes,both,1.0,1.0,0.0,0.6,0.6,0.0,0.75,0.75,0.0,5,5
Solanum_quitoense,both,0.8333,0.8333,0.0,1.0,1.0,0.0,0.9091,0.9091,0.0,5,5
Solanum_vestissimum,both,1.0,0.7143,-0.2857,1.0,1.0,0.0,1.0,0.8333,-0.1667,5,5
Sphacelodes_vulneraria,both,0.7143,1.0,0.2857,1.0,1.0,0.0,0.8333,1.0,0.1667,5,5
Sphenopsis_frontalis,both,0.4444,0.6667,0.2223,0.8,0.8,0.0,0.5714,0.7273,0.1559,5,5
Sphenopsis_melanotis,both,0.8,0.8,0.0,0.8,0.8,0.0,0.8,0.8,0.0,5,5
Spilotes_pullatus,both,1.0,1.0,0.0,0.4,0.4,0.0,0.5714,0.5714,0.0,5,5
Spinus_psaltria,both,1.0,1.0,0.0,0.6,0.4,-0.2,0.75,0.5714,-0.1786,5,5
Spinus_xanthogastrus,both,0.5,1.0,0.5,0.4,0.8,0.4,0.4444,0.8889,0.4445,5,5
Spizaetus_tyrannus,both,1.0,1.0,0.0,0.8,0.8,0.0,0.8889,0.8889,0.0,5,5
Sporathraupis_cyanocephala,both,0.9091,0.9167,0.0076,0.8333,0.9167,0.0834,0.8696,0.9167,0.0471,12,12
Sporophila_crassirostris,both,0.75,0.5,-0.25,0.6,0.6,0.0,0.6667,0.5455,-0.1212,5,5
Sporophila_intermedia,both,0.8333,0.8333,0.0,1.0,1.0,0.0,0.9091,0.9091,0.0,5,5
Sporophila_luctuosa,both,0.5714,1.0,0.4286,0.8,0.8,0.0,0.6667,0.8889,0.2222,5,5
Sporophila_minuta,both,0.75,0.8,0.05,0.6,0.8,0.2,0.6667,0.8,0.1333,5,5
Sporophila_nigricollis,both,0.6667,1.0,0.3333,1.0,1.0,0.0,0.8,1.0,0.2,6,6
Stagmatoptera_septentrionalis,both,0.8333,0.8333,0.0,1.0,1.0,0.0,0.9091,0.9091,0.0,5,5
Stelgidopteryx_ruficollis,both,0.7143,0.8333,0.119,1.0,1.0,0.0,0.8333,0.9091,0.0758,5,5
Stilpnia_cyanicollis,both,0.8889,0.8889,0.0,0.8889,0.8889,0.0,0.8889,0.8889,0.0,9,9
Stilpnia_heinei,both,0.8889,0.875,-0.0139,0.8889,0.7778,-0.1111,0.8889,0.8235,-0.0654,9,9
Stilpnia_vitriolina,both,0.875,0.8235,-0.0515,0.875,0.875,0.0,0.875,0.8485,-0.0265,16,16
Streptoprocne_zonaris,both,0.4,0.4,0.0,0.8,0.8,0.0,0.5333,0.5333,0.0,5,5
Streptosolen_jamesonii,both,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,5,5
Sylvilagus_andinus,both,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,5,5
Synallaxis_azarae,both,0.8,1.0,0.2,0.8,0.8,0.0,0.8,0.8889,0.0889,5,5
Synoeca_septentrionalis,both,0.6667,0.8333,0.1666,0.8,1.0,0.2,0.7273,0.9091,0.1818,5,5
Tachyphonus_rufus,both,0.4286,0.5714,0.1428,0.6,0.8,0.2,0.5,0.6667,0.1667,5,5
Tangara_arthus,both,0.8333,0.8333,0.0,0.7143,0.7143,0.0,0.7692,0.7692,0.0,7,7
Tangara_gyrola,both,0.7333,0.7692,0.0359,1.0,0.9091,-0.0909,0.8462,0.8333,-0.0129,11,11
Tangara_icterocephala,both,1.0,1.0,0.0,0.8,0.8,0.0,0.8889,0.8889,0.0,5,5
Tangara_labradorides,both,1.0,0.8333,-0.1667,1.0,1.0,0.0,1.0,0.9091,-0.0909,5,5
Tangara_nigroviridis,both,0.7778,0.7778,0.0,1.0,1.0,0.0,0.875,0.875,0.0,7,7
Tangara_vassorii,both,0.8333,0.7143,-0.119,1.0,1.0,0.0,0.9091,0.8333,-0.0758,5,5
Tangara_xanthocephala,both,1.0,1.0,0.0,0.6,0.8,0.2,0.75,0.8889,0.1389,5,5
Tantilla_melanocephala,both,0.8,0.6,-0.2,0.8,0.6,-0.2,0.8,0.6,-0.2,5,5
Tegosa_anieta,both,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,5,5
Tersina_viridis,both,0.6667,1.0,0.3333,0.4,0.4,0.0,0.5,0.5714,0.0714,5,5
Tetragonisca_angustula,both,1.0,0.8333,-0.1667,1.0,1.0,0.0,1.0,0.9091,-0.0909,5,5
Thalurania_colombica,both,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,5,5
Thamnophilus_multistriatus,both,0.6,0.6,0.0,0.6,0.6,0.0,0.6,0.6,0.0,5,5
Theobroma_cacao,both,0.3333,0.0,-0.3333,0.2,0.0,-0.2,0.25,0.0,-0.25,5,5
Thlypopsis_superciliaris,both,0.8333,0.625,-0.2083,0.7143,0.7143,0.0,0.7692,0.6667,-0.1025,7,7
Thraupis_episcopus,both,0.7333,0.7333,0.0,0.7857,0.7857,0.0,0.7586,0.7586,0.0,14,14
Thraupis_palmarum,both,0.8889,0.9091,0.0202,0.7273,0.9091,0.1818,0.8,0.9091,0.1091,11,11
Thunbergia_alata,both,0.7143,0.9091,0.1948,1.0,1.0,0.0,0.8333,0.9524,0.1191,10,10
Thysania_zenobia,both,0.6667,0.75,0.0833,0.4,0.6,0.2,0.5,0.6667,0.1667,5,5
Tiaris_olivaceus,both,0.8333,1.0,0.1667,1.0,1.0,0.0,0.9091,1.0,0.0909,5,5
Tigrisoma_lineatum,both,1.0,1.0,0.0,0.8,0.8,0.0,0.8889,0.8889,0.0,5,5
Tillandsia_biflora,both,0.8,1.0,0.2,0.8,0.8,0.0,0.8,0.8889,0.0889,5,5
Tillandsia_complanata,both,0.7143,0.6667,-0.0476,1.0,0.8,-0.2,0.8333,0.7273,-0.106,5,5
Tillandsia_fendleri,both,0.75,0.75,0.0,0.6,0.6,0.0,0.6667,0.6667,0.0,5,5
Tithorea_tarricina,both,1.0,1.0,0.0,0.8,0.8,0.0,0.8889,0.8889,0.0,5,5
Tityra_semifasciata,both,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,5,5
Tityus_forcipula,both,1.0,1.0,0.0,0.8,0.8,0.0,0.8889,0.8889,0.0,5,5
Todirostrum_cinereum,both,0.625,0.7143,0.0893,1.0,1.0,0.0,0.7692,0.8333,0.0641,5,5
Tournefortiopsis_crispiflora,both,1.0,0.6,-0.4,0.8,0.6,-0.2,0.8889,0.6,-0.2889,5,5
Trichonephila_clavipes,both,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,5,5
Trifolium_pratense,both,0.7143,0.8333,0.119,1.0,1.0,0.0,0.8333,0.9091,0.0758,5,5
Trifolium_repens,both,0.8333,0.8333,0.0,1.0,1.0,0.0,0.9091,0.9091,0.0,5,5
Trigona_fulviventris,both,1.0,1.0,0.0,1.0,0.8,-0.2,1.0,0.8889,-0.1111,5,5
Tringa_solitaria,both,0.8,0.8,0.0,0.8,0.8,0.0,0.8,0.8,0.0,5,5
Troglodytes_musculus,both,0.8571,0.875,0.0179,0.8571,1.0,0.1429,0.8571,0.9333,0.0762,7,7
Troglodytes_solstitialis,both,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,8,8
Trogon_personatus,both,0.75,0.875,0.125,0.6667,0.7778,0.1111,0.7059,0.8235,0.1176,9,9
Turdus_fuscater,both,0.9375,0.8824,-0.0551,1.0,1.0,0.0,0.9677,0.9375,-0.0302,15,15
Turdus_grayi,both,0.6667,1.0,0.3333,0.4,0.6,0.2,0.5,0.75,0.25,5,5
Turdus_ignobilis,both,0.8333,0.7692,-0.0641,0.9091,0.9091,0.0,0.8696,0.8333,-0.0363,11,11
Turnera_subulata,both,1.0,0.8333,-0.1667,0.8,1.0,0.2,0.8889,0.9091,0.0202,5,5
Tyrannus_melancholicus,both,0.9375,0.9375,0.0,1.0,1.0,0.0,0.9677,0.9677,0.0,15,15
Tyrannus_savana,both,1.0,1.0,0.0,0.6,0.6,0.0,0.75,0.75,0.0,5,5
Urania_fulgens,both,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,5,5
Uranomitra_franciae,both,0.8571,0.8571,0.0,0.8571,0.8571,0.0,0.8571,0.8571,0.0,7,7
Uropsalis_lyra,both,1.0,1.0,0.0,0.8,0.8,0.0,0.8889,0.8889,0.0,5,5
Urosticte_benjamini,both,0.8333,0.8333,0.0,1.0,1.0,0.0,0.9091,0.9091,0.0,5,5
Vallea_stipularis,both,1.0,1.0,0.0,0.4,0.6,0.2,0.5714,0.75,0.1786,5,5
Vanellus_chilensis,both,0.7778,1.0,0.2222,0.7778,0.8889,0.1111,0.7778,0.9412,0.1634,9,9
Vanessa_braziliensis,both,1.0,1.0,0.0,1.0,0.8,-0.2,1.0,0.8889,-0.1111,5,5
Vanessa_carye,both,1.0,0.75,-0.25,1.0,1.0,0.0,1.0,0.8571,-0.1429,9,9
Veniliornis_dignus,both,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,5,5
Vireo_leucophrys,both,0.8,0.5,-0.3,0.8,0.8,0.0,0.8,0.6154,-0.1846,5,5
Volatinia_jacarina,both,0.3333,0.3333,0.0,0.2,0.2,0.0,0.25,0.25,0.0,5,5
Voyria_tenella,both,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,5,5
Vultur_gryphus,both,0.75,1.0,0.25,0.6,0.6,0.0,0.6667,0.75,0.0833,5,5
Wercklea_ferox,both,0.6,0.8,0.2,0.6,0.8,0.2,0.6,0.8,0.2,5,5
Xenops_rutilans,both,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,5,5
Xiphocolaptes_promeropirhynchus,both,0.75,0.8,0.05,0.6,0.8,0.2,0.6667,0.8,0.1333,5,5
Xylocopa_fimbriata,both,1.0,0.8333,-0.1667,1.0,1.0,0.0,1.0,0.9091,-0.0909,5,5
Zantedeschia_aethiopica,both,1.0,1.0,0.0,0.8,0.8,0.0,0.8889,0.8889,0.0,5,5
Zelus_longipes,both,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,5,5
Zenaida_auriculata,both,0.6875,0.6667,-0.0208,0.7333,0.9333,0.2,0.7097,0.7778,0.0681,15,15
Zentrygon_frenata,both,0.875,1.0,0.125,0.875,0.875,0.0,0.875,0.9333,0.0583,8,8
Zimmerius_chrysops,both,0.8333,0.8333,0.0,1.0,1.0,0.0,0.9091,0.9091,0.0,5,5
Zingiber_spectabile,both,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,9,9
Zonotrichia_capensis,both,0.9375,0.875,-0.0625,1.0,0.9333,-0.0667,0.9677,0.9032,-0.0645,15,15
