gbifID	type	format	identifier	references	title	description	source	audience	created	creator	contributor	publisher	license	rightsHolder
5153002776	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/480516810/original.jpg	https://www.inaturalist.org/photos/480516810					2024-11-08T22:39:29Z	Stephen John Davies		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Stephen John Davies
5153002074	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/496849256/original.jpeg	https://www.inaturalist.org/photos/496849256					2025-04-10T02:50:33Z	auk1967		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	auk1967
5153001474	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/360477852/original.jpg	https://www.inaturalist.org/photos/360477852					2024-03-24T17:43:45Z	David Monroy R		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	David Monroy R
5152995654	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/461546036/original.jpg	https://www.inaturalist.org/photos/461546036					2024-11-18T20:05:25Z	cmmteixeira		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	cmmteixeira
5152995654	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/461546069/original.jpg	https://www.inaturalist.org/photos/461546069					2024-11-18T20:12:38Z	cmmteixeira		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	cmmteixeira
5152994908	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/491893696/original.jpeg	https://www.inaturalist.org/photos/491893696					2025-04-09T21:27:17Z	auk1967		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	auk1967
5152994764	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/475847343/original.jpg	https://www.inaturalist.org/photos/475847343					2025-03-11T16:57:55Z	Allan Harris		iNaturalist	http://creativecommons.org/publicdomain/zero/1.0/	Allan Harris
5152994729	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/467127876/original.jpeg	https://www.inaturalist.org/photos/467127876					2025-01-08T00:56:13Z	GERMAN LEONEL SARMIENTO CRUZ		iNaturalist	http://creativecommons.org/licenses/by/4.0/	GERMAN LEONEL SARMIENTO CRUZ
5152994719	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/461546197/original.jpg	https://www.inaturalist.org/photos/461546197					2024-11-18T21:00:40Z	cmmteixeira		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	cmmteixeira
5152992780	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/461545490/original.jpg	https://www.inaturalist.org/photos/461545490					2024-11-18T17:32:44Z	cmmteixeira		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	cmmteixeira
5152991829	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/462123258/original.jpg	https://www.inaturalist.org/photos/462123258					2024-11-17T18:16:50Z	cmmteixeira		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	cmmteixeira
5152991824	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/461545127/original.jpg	https://www.inaturalist.org/photos/461545127					2024-11-18T15:44:41Z	cmmteixeira		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	cmmteixeira
